Rate Card Name,Rate Card Type,Product Name,Product SKU Code,Price (₹),Created On
"MT (35%)","undefined","Instant Coffee Original 1kg Bulk","PIC-ORG-1KG-BAG-ONE","3900","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Original 100g Glass Jar","PIC-ORG-100-GLJ-ONE","386.75","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Original 100g Glass Jar Pack of 12","PIC-ORG-100-GLJ-C12","4641","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Original 100g Glass Jar Pack of 2","PIC-ORG-100-GLJ-C02","973.7","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Hazelnut 50g Glass Jar","PIC-HAZ-50G-GLJ-ONE","243.75","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Hazelnut Pack of 30 Sachets","PIC-HAZ-30P-SAC-ONE","195","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Hazelnut 2g Sachet","PIC-HAZ-2GM-SAC-ONE","6.5","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Hazelnut 2g Sachet Ladi Case of 240","PIC-HAZ-2GM-SAC-240-LAD","1560","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Hazelnut 100g Glass Jar","PIC-HAZ-100-GLJ-ONE","386.75","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Hazelnut 100g Glass Jar Pack of 12","PIC-HAZ-100-GLJ-C12","4641","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee French Vanilla Pack of 30 Sachets","PIC-FVA-30P-SAC-ONE","195","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee French Vanilla 2g Sachet","PIC-FVA-2GM-SAC-ONE","6.5","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee French Vanilla 100g Glass Jar","PIC-FVA-100-GLJ-ONE","386.75","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee French Vanilla 100g Glass Jar Pack of 12","PIC-FVA-100-GLJ-C12","4641","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Filter Kaapi 2g Sachet","PIC-FKP-2GM-SAC-ONE","6.5","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Filter Kaapi 100g Tin","PIC-FKP-100-TIN-ONE","243.75","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Filter Kaapi 100g Glass Jar","PIC-FKP-100-GLJ-ONE","243.75","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Filter Kaapi 100g Glass Jar Case of 24","PIC-FKP-100-GLJ-C24","7004.4","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Classic 2g Sachet Horeca","PIC-CLA-2GM-SAC-ONE-HOR","7.8","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Assorted Pack of 96 Sachets","PIC-AST-96P-SAC-ONE","624","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Assorted Pack of 60 Sachets","PIC-AST-60P-SAC-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Assorted Case of 48 Sachets","PIC-AST-48P-SAC-ONE","312","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Assorted Set of 10 Sachets","PIC-AST-10P-SAC-ONE","65","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Assorted 100g Glass Jar Pack of 3","PIC-AST-100-GLJ-C03","1460.55","28-Apr-2025"
"MT (35%)","undefined","Instant Coffee Assorted Sample Case of 4 Sachets","PIC-AST-04P-SAC-ONE","26","28-Apr-2025"
"MT (35%)","undefined","Merchandise Tumbler with Straw Regular","MER-TUM-REG-STR-ONE","780","28-Apr-2025"
"MT (35%)","undefined","Merchandise Glass Pitcher Regular","MER-PCH-REG-GLS-ONE","1365","28-Apr-2025"
"MT (35%)","undefined","Merchandise Brighten Up Mug Yellow Regular","MER-MUG-REG-YLW-ONE","259.35","28-Apr-2025"
"MT (35%)","undefined","Merchandise Travel Mug Deep Black Regular","MER-MUG-REG-TRL-ONE","1104.35","28-Apr-2025"
"MT (35%)","undefined","Merchnadise 2 Enamel Mugs - Classic Blue & Forest Green","MER-MUG-ENM-BNG-C02","778.7","28-Apr-2025"
"MT (35%)","undefined","Merchandise Enamel Mug Classic Blue","MER-MUG-ENM-BLU-ONE","389.35","28-Apr-2025"
"MT (35%)","undefined","Merchandise Ceramic Mug Green","MER-MUG-CER-GRN-ONE","389.35","28-Apr-2025"
"MT (35%)","undefined","Merchandise Ceramic Mug Blue","MER-MUG-CER-BLU-ONE","389.35","28-Apr-2025"
"MT (35%)","undefined","Merchandise Frother White Regular","MER-FTR-REG-WHT-ONE","844.35","28-Apr-2025"
"MT (35%)","undefined","Merchandise Frother Black Regular","MER-FTR-REG-BLK-ONE","844.35","28-Apr-2025"
"MT (35%)","undefined","Merchandise French Press White Regular","MER-FRP-REG-WHT-ONE","910","28-Apr-2025"
"MT (35%)","undefined","Merchandise French Press Black Regular","MER-FRP-REG-BLK-ONE","910","28-Apr-2025"
"MT (35%)","undefined","Merchandise French Press White Large","MER-FRP-LAR-WHT-ONE","1169.35","28-Apr-2025"
"MT (35%)","undefined","Merchandise French Press Black Large","MER-FRP-LAR-BLK-ONE","1169.35","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Pumpkin Spice Set of 10 Bags","HBB-PUM-10P-BAG-ONE","260","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bag Original  Bag","HBB-ORG-ONE-BAG-ONE","65","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Original Set of 10 Bags","HBB-ORG-10P-BAG-ONE","325","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Mocha Set of 10 Bags","HBB-MOC-10P-BAG-ONE","260","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Latte Set of 10 Bags","HBB-LAT-10P-BAG-ONE","325","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Hazelnut Set of 10 Bags","HBB-HAZ-10P-BAG-ONE","325","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Hazelnut Set of 10 Bags Case of 20","HBB-HAZ-10P-BAG-C20","6500","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags French Vanilla Set of 10 Bags Case of 20","HBB-FVA-10P-BAG-C20","6500","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Filter Kappi Set of 10 Bags","HBB-FKP-10P-BAG-ONE","325","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Dark Roast Set of 10 Bags","HBB-DRK-10P-BAG-ONE","325","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Cinnamon Set of 10 Bags","HBB-CIN-10P-BAG-ONE","325","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Cinnamon Set of 10 Bags Case of 20","HBB-CIN-10P-BAG-C20","5200","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Caramel Set of 10 Bags","HBB-CAR-10P-BAG-ONE","325","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Caramel Set of 10 Bags Case of 20","HBB-CAR-10P-BAG-C20","5200","28-Apr-2025"
"MT (35%)","undefined","Hot Brew Bags Assorted 5 x 6 Flavours 30 Bags","HBB-AST-30P-BAG-ONE","975","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Vietnamese 230ml Case of 24","CCC-VIE-230-CAN-C24","2496","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Salted Caramel 230ml","CCC-SCA-230-CAN-ONE","81.25","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Salted Caramel Charge 230ml Case of 24","CCC-SCA-230-CAN-C24-CHG","3120","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Salted Caramel 230ml Case of 4","CCC-SCA-230-CAN-C04","325","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Hazelnut 230ml","CCC-HAZ-230-CAN-ONE","81.25","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Hazelnut Charge 230ml Case of 24","CCC-HAZ-230-CAN-C24-CHG","3120","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Hazelnut 230ml Case of 4","CCC-HAZ-230-CAN-C04","325","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can French Vanilla 230ml Case of 4","CCC-FVA-230-CAN-C04","325","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Classic 230ml","CCC-CLA-230-CAN-ONE","81.25","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Classic Charge 230ml Case of 24","CCC-CLA-230-CAN-C24-CHG","3120","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Classic 230ml Case of 24","CCC-CLA-230-CAN-C24","1950","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Black Coffee Can 230ml Pack of 12","CCC-BLK-230-CAN-C12","1521","28-Apr-2025"
"MT (35%)","undefined","Cold Coffee Can Assorted 230ml Case of 4","CCC-AST-230-CAN-C04","325","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Original Box of 5","CBB-ORG-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Mocha Box of 5","CBB-MOC-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Mocha Set of 5 Bag Case of 10","CBB-MOC-05P-BAG-C10","3900","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Hazelnut Box of 5","CBB-HAZ-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Hazelnut Set of 5 Bag Case of 10","CBB-HAZ-05P-BAG-C10","3900","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags French Vanilla Box of 5","CBB-FVA-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags French Vanilla Set of 5 Bag Case of 10","CBB-FVA-05P-BAG-C10","3900","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Emirates Blend Box of 5","CBB-EMI-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Dark Roast Box of 5","CBB-DRK-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Dark Roast Set of 5 Bag Case of 10","CBB-DRK-05P-BAG-C10","3900","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Cinnamon Box of 5","CBB-CIN-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Cinnamon Set of 5 Bag Case of 10","CBB-CIN-05P-BAG-C10","3900","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Caramel Box of 5","CBB-CAR-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Assorted Box of 5","CBB-AST-05P-BAG-ONE","390","28-Apr-2025"
"MT (35%)","undefined","Cold Brew Bags Assorted Set of 5 Bag Case of 10","CBB-AST-05P-BAG-C10","3900","28-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Cold Coffee Can Classic 230ml Case of 24","CCC-CLA-230-CAN-C24","2160","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Cold Coffee Can Hazelnut 230ml Case of 24","CCC-HAZ-230-CAN-C24","2160","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Ready to Drink Classic 200ml Pack of 12","RTD-CLA-200-BTL-C12","1296","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24","CCC-FVA-230-CAN-C24","2160","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Premix CoffeFrench Vanilla Box of 3 Sachets Case of 45","PMC-FVA-03P-SAC-C45","4725","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Premix Coffee Assorted Box of 3 Sachets Case of 45	","PMC-AST-03P-SAC-C45","4725","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Premix Coffee Hazelnut Box of 3 Sachets Case of 45","PMC-HAZ-03P-SAC-C45","4725","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Premix Coffee Cappuccino Box of 3 Sachets Case of 45","PMC-CAP-03P-SAC-C45","4725","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Cold Brew Black Coffee Can 230ml Pack of 12","CCC-BLK-230-CAN-C12","1684.8","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee Hazelnut Set of 10 Sachets Case of 68","PIC-HAZ-10P-SAC-C68","7140","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee French Vanilla Set of 10 Sachets Case of 68","PIC-FVA-10P-SAC-C68","7140","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee Original Set of 10 Sachets Case of 68","PIC-ORG-10P-SAC-C68","7140","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Cold Coffee Can Belgian Mocha 230ml Case of 24","CCC-BEL-230-CAN-C24","2160","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee Original 100g Glass Jar Case of 24","PIC-ORG-100-GLJ-C24","12583.2","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee Hazelnut 100g Glass Jar Case of 24","PIC-HAZ-100-GLJ-C24","12583.2","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee French Vanilla 100g Glass Jar Case of 24","PIC-FVA-100-GLJ-C24","12583.2","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee Xpresso 100g Glass Jar Case of 24","PIC-XPR-100-GLJ-C24","8383.2","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Cold Coffee Can Vietnamese 230ml Case of 24","CCC-VIE-230-CAN-C24","2764.8","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Instant Coffee Assorted Set of 10 Sachets Case of 76","PIC-AST-10P-SAC-C76","7448","23-Apr-2025"
"ZEPTO RATE CARD - 4","undefined","Cold Coffee Can Caramel Latte 230ml Case of 24","CCC-LAT-230-CAN-C24","2160","23-Apr-2025"
"Horeca 1.5gm Sachets Pack of 500 - Institutional","undefined","Instant coffee classic- 1.5g Sachet(Horeca) Pack of 500","PIC-CLA-1G5-SAC-500-HOR","2183","20-Apr-2025"
"Bloom Hotels Institutional","undefined","Instant Coffee Original 1.5g Sachet Pack of 200","PIC-ORG-1G5-SAC-200","991.2","20-Apr-2025"
"Bloom Hotels Institutional","undefined","Instant Coffee French Vanilla 1.5g Sachet Pack of 200","PIC-FVA-1G5-SAC-200","991.2","20-Apr-2025"
"Bloom Hotels Institutional","undefined","Instant Coffee Hazelnut 1.5g Sachet Pack of 200","PIC-HAZ-1G5-SAC-200","991.2","20-Apr-2025"
"Zepto-3","undefined","Xpresso, Strong Blend Instant Coffee 100gm (Glass)-24 Boxes","PIC-XPR-100-GLJ-C24-NEW","8383.2","19-Apr-2025"
"Zepto-3","undefined","Instant Coffee Assorted Set of 10 Sachets Case of 76","PIC-AST-10P-SAC-C76","5472","19-Apr-2025"
"Zepto-3","undefined","Cold Coffee Can Classic 230ml Case of 24","CCC-CLA-230-CAN-C24","2160","19-Apr-2025"
"Zepto-3","undefined","Premium Instant coffee 100g- Original( Glass)- 24 boxes","PIC-ORG-100-GLJ-C24-NEW","12583.72","19-Apr-2025"
"Zepto-3","undefined","Premium Instant coffee 100g- Vanilla( Glass)- 24 boxes","PIC-FVA-100-GLJ-C24-NEW","12583.72","19-Apr-2025"
"Zepto-3","undefined","Cold Coffee Can Salted Caramel 230ml Case of 24","CCC-SCA-230-CAN-C24","2160","19-Apr-2025"
"Zepto-3","undefined","Cold Coffee Can Hazelnut 230ml Case of 24","CCC-HAZ-230-CAN-C24","2160","19-Apr-2025"
"Zepto-3","undefined","Premium Instant coffee 100g- Hazelnut( Glass)- 24 boxes","PIC-HAZ-100-GLJ-C24-NEW","12583.72","19-Apr-2025"
"Zepto-3","undefined","Ready to Drink Classic 200ml Pack of 12","RTD-CLA-200-BTL-C12","1296","19-Apr-2025"
"Zepto-3","undefined","Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24","CCC-FVA-230-CAN-C24","2160","19-Apr-2025"
"Zepto-3","undefined","Premix CoffeFrench Vanilla Box of 3 Sachets Case of 45","PMC-FVA-03P-SAC-C45","4860","19-Apr-2025"
"Zepto-3","undefined","Premix Coffee Assorted Box of 3 Sachets Case of 45	","PMC-AST-03P-SAC-C45","4860","19-Apr-2025"
"Zepto-3","undefined","Premix Coffee Hazelnut Box of 3 Sachets Case of 45","PMC-HAZ-03P-SAC-C45","4860","19-Apr-2025"
"Zepto-3","undefined","Premix Coffee Cappuccino Box of 3 Sachets Case of 45","PMC-CAP-03P-SAC-C45","4860","19-Apr-2025"
"Zepto-3","undefined","Cold Brew Black Coffee Can 230ml Pack of 12","CCC-BLK-230-CAN-C12","1684.8","19-Apr-2025"
"Zepto-3","undefined","Cold Coffee Can Vietnamese 230ml Case of 24","CCC-VIE-230-CAN-C24","2764.8","19-Apr-2025"
"Zepto-3","undefined","Instant Coffee Hazelnut Set of 10 Sachets Case of 68","PIC-HAZ-10P-SAC-C68","7344","19-Apr-2025"
"Zepto-3","undefined","Instant Coffee French Vanilla Set of 10 Sachets Case of 68","PIC-FVA-10P-SAC-C68","7344","19-Apr-2025"
"Zepto-3","undefined","Instant Coffee Original Set of 10 Sachets Case of 68","PIC-ORG-10P-SAC-C68","7344","19-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee Assorted Pack of 96 Sachets","PIC-AST-96P-SAC-ONE","691.2","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Cold Coffee Can Classic 230ml Case of 24","CCC-CLA-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24","CCC-FVA-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Cold Coffee Can Hazelnut 230ml Case of 24","CCC-HAZ-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Premix Coffee Assorted Box of 3 Sachets Case of 45	","PMC-AST-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Premix Coffee Cappuccino Box of 3 Sachets Case of 45","PMC-CAP-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Premix CoffeFrench Vanilla Box of 3 Sachets Case of 45","PMC-FVA-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Premix Coffee Hazelnut Box of 3 Sachets Case of 45","PMC-HAZ-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee Filter Kaapi 100g Glass Jar Case of 24","PIC-FKP-100-GLJ-C24","7758.72","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Premium Instant coffee 100g- Original( Glass)- 24 boxes","PIC-ORG-100-GLJ-C24-NEW","12942.72","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Premium Instant coffee 100g- Vanilla( Glass)- 24 boxes","PIC-FVA-100-GLJ-C24-NEW","12942.72","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Premium Instant coffee 100g- Hazelnut( Glass)- 24 boxes","PIC-HAZ-100-GLJ-C24-NEW","12942.72","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee Original Pack of 30 Sachets","PIC-ORG-30P-SAC-ONE","324","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee Hazelnut Pack of 30 Sachets","PIC-HAZ-30P-SAC-ONE","324","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee French Vanilla Pack of 30 Sachets","PIC-FVA-30P-SAC-ONE","324","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee Assorted Case of 48 Sachets Case of 8","PIC-AST-48P-SAC-C08","4147.2","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee Assorted Set of 10 Sachets Case of 76","PIC-AST-10P-SAC-C76","7660.8","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Instant Coffee Xpresso 100g Glass Jar Case of 24","PIC-XPR-100-GLJ-C24","8622.72","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","New MRP Instant Coffee Hazelnut Pack of 30 Sachets Case of 20","PIC-HAZ-30P-SAC-C20-MRP","6480","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","New MRP Instant Coffee French Vanilla Pack of 30 Sachets Case of 20","PIC-FVA-30P-SAC-C20-MRP","6480","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","New MRP Instant Coffee Original Pack of 30 Sachets Case of 20","PIC-ORG-30P-SAC-C20-MRP","6480","17-Apr-2025"
"FK MINUTES RATE CARD-1","undefined","Cold Coffee Can Caramel Latte 230ml Case of 24","CCC-LAT-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Original 100g Glass Jar Case of 24","PIC-ORG-100-GLJ-C24","10281.6","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee French Vanilla 100g Glass Jar Case of 24","PIC-FVA-100-GLJ-C24","10281.6","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Hazelnut 100g Glass Jar Case of 24","PIC-HAZ-100-GLJ-C24","10281.6","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Assorted Case of 48 Sachets Case of 8","PIC-AST-48P-SAC-C08","2764.8","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee French Vanilla Pack of 30 Sachets","PIC-FVA-30P-SAC-ONE","216","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Hazelnut Pack of 30 Sachets","PIC-HAZ-30P-SAC-ONE","216","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Original Pack of 30 Sachets","PIC-ORG-30P-SAC-ONE","216","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Xpresso 100g Glass Jar Case of 24","PIC-XPR-100-GLJ-C24","6912","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Assorted Pack of 96 Sachets","PIC-AST-96P-SAC-ONE","691.2","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Cold Coffee Can Salted Caramel 230ml Case of 24","CCC-SCA-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Cold Coffee Can Classic 230ml Case of 24","CCC-CLA-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24","CCC-FVA-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Cold Coffee Can Hazelnut 230ml Case of 24","CCC-HAZ-230-CAN-C24","2160","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Premix Coffee Assorted Box of 3 Sachets Case of 45	","PMC-AST-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Premix Coffee Cappuccino Box of 3 Sachets Case of 45","PMC-CAP-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Premix CoffeFrench Vanilla Box of 3 Sachets Case of 45","PMC-FVA-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Premix Coffee Hazelnut Box of 3 Sachets Case of 45","PMC-HAZ-03P-SAC-C45","4860","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Assorted Set of 10 Sachets Case of 76","PIC-AST-10P-SAC-C76","5472","17-Apr-2025"
"FK MINUTES RATE CARD","undefined","Instant Coffee Filter Kaapi 100g Glass Jar Case of 24","PIC-FKP-100-GLJ-C24","7758.72","17-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Cold Coffee Can Classic 230ml Case of 24","CCC-CLA-230-CAN-C24","1909.0909092","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Cold Coffee Can Hazelnut 230ml Case of 24","CCC-HAZ-230-CAN-C24","1909.0909092","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Cold Coffee Can Vietnamese 230ml Case of 24","CCC-VIE-230-CAN-C24","2443.636363776","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Instant Coffee Xpresso Pack of 25 Sachets Case of 20","PIC-XPR-25P-SAC-C20","3181.818182","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24","CCC-FVA-230-CAN-C24","1909.0909092","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Instant Coffee Assorted Set of 10 Sachets Case of 76","PIC-AST-10P-SAC-C76","4836.36363664","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Premix Coffee French Vanilla Box of 5 Sachets","PMC-FVA-05P-SAC-ONE","159.09090909999998","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Cold Brew Black Coffee Can 230ml Pack of 12","CCC-BLK-230-CAN-C12","1489.090909176","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Instant Coffee Assorted Case of 48 Sachets Case of 8","PIC-AST-48P-SAC-C08","2443.636363776","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Ready to Drink Hazelnut 200ml Pack of 12","RTD-HAZ-200-BTL-C12","1145.45454552","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Cold Coffee Can Salted Caramel 230ml Case of 24","CCC-SCA-230-CAN-C24","1909.0909092","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Ready to Drink Classic 200ml Pack of 12","RTD-CLA-200-BTL-C12","1145.45454552","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Sleepy owl instant coffee Xpresso Sachet -1gm Pack of 200","PIC-XPR-1GM-SAC-200","636.3636363999999","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Sleepy owl instant coffee Xpresso Sachet -1gm","PIC-XPR-1GM-SAC-ONE","3.181818182","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Premix Coffee Cappuccino Box of 3 Sachets Case of 45","PMC-CAP-03P-SAC-C45","4295.4545457","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Premix Coffee Assorted Box of 3 Sachets Case of 45	","PMC-AST-03P-SAC-C45","4295.4545457","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Premix CoffeFrench Vanilla Box of 3 Sachets Case of 45","PMC-FVA-03P-SAC-C45","4295.4545457","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Premix Coffee Hazelnut Box of 3 Sachets Case of 45","PMC-HAZ-03P-SAC-C45","4295.4545457","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Instant Coffee Filter Kaapi 100g Glass Jar Case of 24","PIC-FKP-100-GLJ-C24","6857.4545458464","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Instant Coffee Original Pack of 30 Sachets","PIC-ORG-30P-SAC-ONE","190.90909091999998","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Instant Coffee Xpresso Pack of 25 Sachets","PIC-XPR-25P-SAC-ONE","159.09090909999998","16-Apr-2025"
"GT (Retailer 30% + DB 10%)","undefined","Roasted and Ground Coffee Original Whole Beans 250g","RNG-ORG-250-WHL-ONE","318.18181819999995","16-Apr-2025"
