h tCustomer ID,Customer Name,GST Number,Billing Address,Shipping Address,Rate Card Reference,Created On,Phone,Remarks
B2BCUST-434,"DoubleTree by Hilton Pune","27AADCW5905A1ZL","WELLCRAFT INFRAPROJECTS PRIVATE LIMITED, C-32, Tata Motors Road, MIDC Chinchwad Pune 411019","DoubleTree by Hilton Pune – Chinchwad, WELLCRAFT INFRAPROJECTS PRIVATE LIMITED, C-32, Tata Motors Road, MIDC Chinchwad Pune 411019","N/A",05-Apr-2025,"8411022434","N/A"
B2BCUST-433,"HOTEL OLEANDER RESTAURANT","27AACPA4809M1ZR","MILKAT NO. 816, AT-POST WAVARLE, KHALAPUR, RAIGAD, MAHARASHTRA-410206"," Viren Ahuja, Nilkanth Tirth Banglow, no. 1 opp. Ahubilla Math Mandir, Near Diamond Garden Chembur  Mumbai - 400071, M +91 9892953135","N/A",04-Apr-2025,"9892953135","N/A"
B2BCUST-432,"Standout Suites Manali","02ABNCS1986L1ZT","Standout Hospitality Private Limited, StandOut Hotel, Naiden House, Village Simsa, Sajjanu Ville, Manali, Himachal Pradesh 175131, Dravya 7773050300","Standout Hospitality Private Limited StandOut Hotel, Naiden House, Village Simsa, Sajjanu Ville, Manali, Himachal Pradesh 175131, Dravya 7773050300","N/A",04-Apr-2025,"7773050300","N/A"
B2BCUST-431,"Bhawna Clarks Inn, Agra","09AAHFB3891K1Z0","BHAWNA HOUSING, Plot No. 1, bhawna Tower 16 B Avas Vikas, Sikandra, Agra, Agra, Uttar Pradesh, 282002","BHAWNA CLARKS INN Bhawna Tower, Kailashpuri Crossing, Sector- 16B, Delhi Road Avas Vikas Colony, Sikandra Agra, UP - 282007, Kuldeep Chaudhary-8392955619","N/A",04-Apr-2025,"8392955619","N/A"
B2BCUST-430,"PYRAMID INFRATECH PRIVATE LIMITED","06AAECP8801B1ZS","PYRAMID INFRATECH PRIVATE LIMITED Unit No. 501-508, Fifth Floor, Unitech Trade Centre Sector-43, Gurugram, Haryana 122002 Kashish Singh - 9811000565","Pyramid Infratech Pvt. Ltd. Unit No. 501-508, Fifth Floor, Unitech Trade Centre Sector-43, Gurugram, Haryana 122002 Kashish Singh - 9811000565","N/A",04-Apr-2025,"9811000565","N/A"
B2BCUST-429,"Olive Kundalahalli","29ACGFA4779E1Z4","Aviara Hotels, 294, Doddanekkundi Main Road, Site No 4 & 7, Friends layout, Chinnappanahalli Main Road, KR Puram, Hobli, Bengaluru, Bengaluru Urban, Karnataka - 560037","No. 294, Site. 4 & 7, Friends Layout, Bengaluru, Karnataka 560037   Deepan - 9742525273","N/A",04-Apr-2025,"9742525273","N/A"
B2BCUST-428,"Kiranakart Technologies Private Limited (Shakti Logistics)","27AAICK4821A1ZV","R2,Shakti Logistics Park Phase 2,Dohale village,Post Padgha, Bhiwandi,thane,Maharashtra 421302","R2,Shakti Logistics Park Phase 2,Dohale village,Post Padgha, Bhiwandi,thane,Maharashtra 421302","ZEPTO RATE CARD - 4",04-Apr-2025,"9958867125","N/A"
B2BCUST-427,"Le Meridien Gurgaon","NA","Le Meridien Gurgaon, Delhi NCR Sector 26,MG Road,Delhi Gurugram Border Gurugram, Haryana, 122002, IN Attn:  Praveen Kumar Phone:  9911576487","Le Meridien Gurgaon, Delhi NCR Sector 26,MG Road,Delhi Gurugram Border Gurugram, Haryana, 122002, IN Attn:  Praveen Kumar Phone:  9911576487","N/A",03-Apr-2025,"9911576487","N/A"
B2BCUST-426,"Lok Priya Buildwell LLP-JW Marriott Chandigarh","04AAKFL4137B1ZR","LokPriya Buildwell LLP, JW Marriott Chandigarh Plot No. 6 Sector-35B Chandigarh, Chandigarh, 160022, IN Attn:  Sahil Sharma Phone:  9888775607","JW Marriott Chandigarh Plot No. 6 Sector-35B Chandigarh, Chandigarh, 160022 , IN Attn:  Sahil Sharma Phone:  9888775607","N/A",03-Apr-2025,"9888775607","N/A"
B2BCUST-425,"Clarks Inn Suites, Kangra","02AAPFV2223H2ZC","The Promenade, Vidyut Tower Kangra (Hotel Clarks Inn Suites), Opposite Rajput Sabha, Near Post Office Kangra, Himachal Pradesh - 176001, Lalit Chandel - 7018639733","Clarks Inn Suites, Kangra, Vidyut Tower Kangra (Hotel Clarks Inn Suites), Opposite Rajput Sabha, Near Post Office Kangra, Himachal Pradesh - 176001, Lalit Chandel - 7018639733","N/A",03-Apr-2025,"7018639733","N/A"
B2BCUST-424,"Lulu Convention and Exhibition Center Pvt. Ltd.- Grand Hyatt Kochi Bolgatty","32AABCL8769K1Z2","Lulu Convention and Exhibition Center Pvt. Ltd.- Grand Hyatt Kochi Bolgatty, Bolgatty Island, Kochi-682504, Kerala, India 8921270677","Lulu Convention and Exhibition Center Pvt. Ltd.- Grand Hyatt Kochi Bolgatty, Bolgatty Island, Kochi-682504, Kerala, India 8921270677","N/A",03-Apr-2025,"8921270677","N/A"
B2BCUST-423,"Market Ninety Nine Pvt. Ltd.","07AALCS7418L1ZS","Market Ninety Nine Pvt. Ltd. D-153, Okhla Ind. Area, Phase-I New Delhi - 110020, India Sanjay Rai Ph: 011-47366100 Mob: 9958294950","Market Ninety Nine Pvt. Ltd. D-153, Okhla Ind. Area, Phase-I New Delhi - 110020, India Sanjay Rai Ph: 011-47366100 Mob: 9958294950","N/A",02-Apr-2025,"9958294950","N/A"
B2BCUST-422,"HYATT REGENCY AHMEDABAD","24AAECS6336E1ZJ","Juniper Hotels Pvt. Ltd. Unit: Hyatt Regency Ahmedabad 17/A, Ashram Road, Usmanpura, Ahmedabad – 380014","HYATT REGENCY AHMEDABAD  17A, Ashram Road, Riverfront, Usmanpura, Ahmedabad, 380014","N/A",02-Apr-2025,"7961171234","N/A"
B2BCUST-421,"HYATT REGENCY GURGAON","06AACCP3205F1ZY","HYATT REGENCY GURGAON, New Delhi NCR, NH48, Sector 83 Gurgaon-122004, India,  M +91 9212888888","HYATT REGENCY GURGAON, New Delhi NCR, NH48, Sector 83 Gurgaon-122004, India,  M +91 9212888888","N/A",02-Apr-2025,"9212888888","N/A"
B2BCUST-420,"Samasth Living Pvt. Ltd.","36ABCCS9623D1ZC","Plot 353, Sy 5/1, 1st Main, Izzath Nagar, Serlillingampalle, Hyderabad, Telangana, 500084, Rathan 9916688125","57, Coles Rd, Cleveland Town, Frazer Town, Bengaluru, Karnataka 560005, Rathan 9916688125","N/A",02-Apr-2025,"9916688125","N/A"
B2BCUST-419,"PHOOL & PHERAS LLP","29ABFFP3306G1ZB","VIGNESH, 13, 2nd Floor, 13th Main, 4th Cross, Garakamanthana Palya, Kaveri Layout, New Thippasandra, Bengaluru, Karnataka, 560075","H - D2029, Brigade Buena Vista, off budigere cross, Bangalore, 560049","N/A",01-Apr-2025,"9008984092","N/A"
B2BCUST-418,"Fairfield by Marriott Sriperumbudur","33AAPCS1691D2ZA","Fairfield by Marriott Sriperumbudur, M/S SAMHI HOTELS LIMITED, S.No's 153/5, 153/6, 153/7, 153/8, Tamilnadu, 602106, India Bangalore Highway, Mambakkam Village, Sriperumbudur Taluk, Kanchipuram Sriperumbudur, Tamilnadu, 602106, IN","Fairfield by Marriott Sriperumbudur S.No's 153/5, 153/6, 153/7, 153/8, Tamilnadu, 602106, India Bangalore Highway, Mambakkam Village, Sriperumbudur Taluk, Kanchipuram Sriperumbudur, Tamilnadu, 602106, IN Attn: Raja Phone: 6383753607","N/A",01-Apr-2025,"Raja 6383753607","N/A"
B2BCUST-417,"Padam Enterprises","NA","D-129 Sector 63 Noida-201301","D-129 Sector 63 Noida-201301","N/A",01-Apr-2025,"Nitin Banka - 9650448855","N/A"
91038,"ANK Hotels Private Limited","06AABCA3706H1Z4","ANK Hotels Private Limited UNIT NO. CT-07-007, THE CAPITAL TOWER, SECTOR-26, VILLAGE SIKANDERPUR GHOSI, GURGAON, Gurgaon, Haryana, 122004 Ms. Harshita 9810375602","The Clarks Hotels and Resorts, Emaar Mgf Capital Tower 1, 7th floor, 707, Mehrauli-Gurgaon Road, Sikanderpur, Sector 26, Gurugram- Haryana 122004 Ms. Harshita 9810375602","N/A",20-Mar-2025,"8448871323","N/A"
91037,"SAPNA CONTINENTAL PRIVATE LIMITED","09AABCV8489Q1Z4","SAPNA CONTINENTAL PRIVATE LIMITED    CP-3 SECTOR-11, VIKAS NAGAR, RING ROAD    LUCKNOW, Uttar Pradesh, 226022    Arvind Kumar -7408415949","Sapna Clarks Inn, Lucknow, SAPNA CONTINENTAL PRIVATE LIMITED  CP-3 SECTOR-11, VIKAS NAGAR, RING ROAD  LUCKNOW, Uttar Pradesh, 226022    Arvind Kumar -7408415949","N/A",20-Mar-2025,"7307062465","N/A"
91036,"Bloom Hotel BKC Kalina","27AABCI6836L1Z6","Imperativ Hospitality Private Limited CTS No.4951 A, and C.T.S No.4951 B, at village Kole Kalyan Taluka South Salsette, now in Greater Bombay, Kalina, Santacruz (East), Mumbai 27-MH 400055 IN, Mr. Yogesh Sakpal-9987702117","Bloom Hotel BKC Kalina CTS No.4951 A, and C.T.S No.4951 B, at village Kole Kalyan Taluka South Salsette, now in Greater Bombay, Kalina, Santacruz (East), Mumbai 27-MH 400055 IN  Mr. Atul Patil-8097534516, Mr. Yogesh Sakpal-9987702117, Deepak 9867080439","Bloom Hotels Institutional",20-Mar-2025,"9867080439","N/A"
91035,"Hands on trades Private Limited ( Chennai C-5 )","33AADCH7038R1Z4","Survey. No. 55/1A2A2, Popular Auto Parts, Poochi Athipattu Village,    Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052","Survey. No. 55/1A2A2, Popular Auto Parts, Poochi Athipattu Village,    Uthukottai Taluk,Chennai, Tiruvallur, Tamil Nadu, 600052","Blinkit Special Rate Card",20-Mar-2025,"","N/A"
91034,"HOCCO INDUSTRIES PRIVATE LIMITED","24AAGCH6917A1ZX","Beside Bhavani Rice Mill, After Railway underpass,    Bavla-Dholka Road, At Bavla, Taluka-Bavla,     District-Ahmedabad, Ahmedabad - 382220    Pratap Makwana- 9099035244","Beside Bhavani Rice Mill, After Railway underpass,    Bavla-Dholka Road, At Bavla, Taluka-Bavla,     District-Ahmedabad, Ahmedabad - 382220    Pratap Makwana- 9099035244","N/A",20-Mar-2025,"9099035244","N/A"
91033,"SMS ENTERPRISE","27AKJPD7731N1ZR","AKBAR MANSION, 13, FLOOR-GRD, 84,    MAULANA SHAUKAT ALI ROAD, TWO TANK,     MUMBAI CENTRAL, MUMBAI, Maharashtra, 400008    Aliakbar Divalsi - 9029023952","B-504, Zainee Apartments, Marol Pipeline Road,    Saifee Park, Church Road, Marol, Andheri East,    Mumbai - 400059    Aliakbar Divalsi- 9029023952","N/A",20-Mar-2025,"","N/A"
91032,"Hands On Trades Private Limited (M11)","27AADCH7038R1ZX","Lodha Industrial and Logistics Park Palava II,    Survey Nos, 45/1, 49/2, 49/3, 49/4, 49/6, 49/7 and 50/6 of Village Narhen    Taluka Ambernath    Thane, Maharashtra, Kalyan, Thane, Maharashtra, 421306    POC Sukhdev Patidar    Mobile No 9589203724","Lodha Industrial and Logistics Park Palava II,    Survey Nos, 45/1, 49/2, 49/3, 49/4, 49/6, 49/7 and 50/6 of Village Narhen    Taluka Ambernath    Thane, Maharashtra, Kalyan, Thane, Maharashtra, 421306    POC Sukhdev Patidar    Mobile No 9589203724","N/A",20-Mar-2025,"","N/A"
91031,"Aman Kumar","","AE-171 Avantika Sector 1, Opposite Chiranjiv Vihar,    Near Shastri Nagar Ghaziabad UP 201002 India    Aman Kumar - 9654461897","AE-171 Avantika Sector 1, Opposite Chiranjiv Vihar,    Near Shastri Nagar Ghaziabad UP 201002 India    Aman Kumar - 9654461897","N/A",20-Mar-2025,"","N/A"
91030,"Scootsy Logistics Private Limited ( Jaipur )","08AAVCS1691R1Z5","Ground Floor,Bearing NO DTA-01-13,Phase -II,    Mahindra World City, Village Newata    Sanganer, Jaipur, Rajasthan302037","Ground Floor,Bearing NO DTA-01-13,Phase -II,    Mahindra World City, Village Newata    Sanganer, Jaipur, Rajasthan302037","Swiggy Rate Card - 2",20-Mar-2025,"","N/A"
91029,"GAADIVA","29BHLPB8501Q1ZT","GAADIVA, 1ST FLOOR, #30, 1ST MAIN,    2ND CROSS, MISSION ROAD, CKC GARDEN,    BANGALORE 560027 Karnataka    GARGEE BANERJEE - 9861916393","GAADIVA, 1ST FLOOR, #30, 1ST MAIN,    2ND CROSS, MISSION ROAD, CKC GARDEN,    BANGALORE 560027 Karnataka    GARGEE BANERJEE - 9861916393","N/A",20-Mar-2025,"","N/A"
91028,"KIRANAKART TECHNOLOGIES PVT LTD MH-DRY-MUM","27AAICK4821A1ZV","KIRANAKART TECHNOLOGIES PVT LTD MH-DRY-MUM    SHAKTI R2, Shakti Logistics Park Phase2,Dohale village,    Post Padgha, Bhiwandi,Thane, Mumbai 421302","KIRANAKART TECHNOLOGIES PVT LTD MH-DRY-MUM    SHAKTI R2, Shakti Logistics Park Phase2,Dohale village,    Post Padgha, Bhiwandi,Thane, Mumbai 421302","Zepto Rate Card - 2",20-Mar-2025,"","N/A"
91027,"KIRANAKART TECHNOLOGIES PVT LTD MH-DRY-AHM","24AAICK4821A1Z1","KIRANAKART TECHNOLOGIES PVT LTD MH-DRY-AHM     KHEDA Land Block No: 570-580, Mouja-Hariyala,     Sub district and Taluka-Kheda, District-Kheda,     Ahmedabad 387570","KIRANAKART TECHNOLOGIES PVT LTD MH-DRY-AHM     KHEDA Land Block No: 570-580, Mouja-Hariyala,     Sub district and Taluka-Kheda, District-Kheda,     Ahmedabad 387570","N/A",20-Mar-2025,"","N/A"
91026,"Adi Raheja and co.","27AHEPR0634E1ZK","302, Horizon Westone, Baner,    Pune, Maharashtra 411045    POC - Anousha    Contact - 9340586375","302, Horizon Westone, Baner,    Pune, Maharashtra 411045    POC - Anousha    Contact - 9340586375","N/A",20-Mar-2025,"","N/A"
91025,"buybuy Technologies Private Limited","09AAJCB6878M1ZR","VILL-GARHI Road/Street: FNG VIHAR-II City/Town/Village: Noida District: Gautambuddha Nagar Pin Code 201301    Mob No. 9717060673","VILL-GARHI Road/Street: FNG VIHAR-II City/Town/Village: Noida District: Gautambuddha Nagar Pin Code 201301    Mob No. 9717060673","N/A",20-Mar-2025,"","N/A"
91024,"THE SFS STORE","27AAUFT2247G1ZS","Shop No 2, Yash Plaza, RG Gadkari Road,    CHild Health Care, Old Panvel, Navi Mumbai,    Raigad, Maharashtra, 410206    Shweta - 9004974733","A1-1 Kinara Society, 52 Bungalow,    Panvel, Pin 410206, Maharashtra    Shweta - 9004974733","N/A",20-Mar-2025,"","N/A"
91023,"SASHA CONSORCIO INDIA PRIVATE LIMITED","27ABBCS8868H1ZR","FL N C -1002, CTS NO 4270, THE METROPOLITAN,    PIMPRI-CHINCHWAD LINK ROAD,    CHINCHWAD GAON PUNE, Pune, Maharashtra, 411033    Poonam Gangarkar - 7028686664","Rokade Chawl, Hotel Sunsheel Lane, Near Kondivita Shiv Sena Shakha,    Opp. New Empire Indl. Estate, Marol Pipe Line, Andheri Kurla Road, Andheri (East), Mumbai- 400059    Name- Mr. Dinkar Lot    Mob No. 9833639299.","N/A",20-Mar-2025,"","N/A"
91022,"Four Points By Sheraton - A Unit of GREENPARK HOTELS AND RESORTS LIMITED","24AAACD6747L1ZG","Four Points By Sheraton - A Unit of GREENPARK HOTELS AND RESORTS LIMITED OPP. GUJARAT COLLEGE, NEAR ELLIS BRIDGE, AHMEDABAD, GJ, 380006, IN Attn: Vaibhav Trivedi 9662538624","Four Points by Sheraton, Ahmedabad OPP. GUJARAT COLLEGE, NEAR ELLIS BRIDGE, AHMEDABAD, GUJARAT, 380006, IN Attn: Vaibhav Trivedi 9662538624","N/A",20-Mar-2025,"9662538624","N/A"
91021,"Olive Domlur","29AAACH4892E1ZF","HERSCHEL TRAVELS PRIVATE LIMITED # 303, 1st Floor, HERSCHEL TRAVELS PRIVATE LIMITED, 7th Cross, Domlur, Urban Bangalore, Bangalore,  560071 India    Gajanand - 9964997605","Olive Domlur     303, 7th Cross Rd, Domlur I Stage,    1st Stage, Domlur,    Bengaluru, Karnataka 560071    Gajanand - 9964997605","N/A",20-Mar-2025,"6364500945","N/A"
91020,"Olive Calangute Niwasa","30BDIPV2577F1ZG","Olive Calangute Niwasa    Niwasa Holiday Homes, No.376,    Gaura Vaddo Calangute,    Bandez Goa, 403516    Pratik - 9145665655","Olive Calangute Niwasa    2/222, A & B, Gauravaddo,    Calangute, Goa 403516    Pratik - 9145665655","N/A",20-Mar-2025,"","N/A"
91019,"Olive Le Opera (MSR )","29BELPA6753E1ZF","Olive Le Opera (MSR )    Abdul Rafeef P, No. 61, Harijana Colony,    Mathikere, Aramane Nagar,     Bengaluru, Karnataka 560054    Demis - 9148492022","Olive Le Opera (MSR)    No 61, Harijana Colony, Armane Nagar,    M S Ramaiah Nagar, Mathikere,    Bengaluru, Karnataka 560054    Demis - 9148492022","N/A",20-Mar-2025,"","N/A"
91018,"MANISH CHAWLA-PINK APPLE","07ADWPC9682M1ZK","CSC No-4, DDA Market, Pocket-B    Siddhartha Extension, New Delhi    South East Delhi, PIN Code: 110014    Manish - 9810206069","CSC No-4, DDA Market, Pocket-B    Siddhartha Extension, New Delhi    South East Delhi, PIN Code: 110014    Manish - 9810206069","N/A",20-Mar-2025,"","N/A"
91017,"Olive Alidia","30ABKPL2202J1Z6","ALIDIA BEACH COTTAGES, WARD NO 7, H NO 7 103 A, SAUNTA WADDO, CALANGUTE BARDEZ, North Goa, Goa - 403516","road, Saunta Vaddo, Baga, Calangute, Goa 403516    Pratik - 9145665655","N/A",20-Mar-2025,"9145665655","N/A"
91016,"Olive Mira","30AADFH1506P1ZN","127, Calangute, Goa -403516","127, Calangute, Goa 403516   Pratik - 9145665655","N/A",20-Mar-2025,"9145665655","N/A"
91015,"Olive Vijayawada","37AJGPM1506Q2ZU","SM Hotels & Resorts, 40-9-75/1, Sai Nagar, Patamata/Vijayawada, Krishna, Andhra Pradesh - 520010","40-9-75/1, Sainagar Rd, Sai Nagar, Kala Nagar, Patamata, Vijayawada, Andhra Pradesh 520010   Vijayalakshmi - 7330781440","N/A",20-Mar-2025,"7330781440","N/A"
91014,"KRISHNA DEVJI PATEL-CREATIVE OFFICE SOLUTIONS","27EAXPP1516H1Z8","GROUND FLOOR, PLOT - 31, SHOP NO. 2, ABDULBHAI CHAWL, PANDURANG BUDHKAR MARG, NEAR DOORDARSHAN KENDRA, DELISLE ROAD, WORLI, MUMBAI, Mumbai City, Maharashtra, 400013    Krishna Satyam - 9664971643","GROUND FLOOR, PLOT - 31, SHOP NO. 2, ABDULBHAI CHAWL, PANDURANG BUDHKAR MARG, NEAR DOORDARSHAN KENDRA, DELISLE ROAD, WORLI, MUMBAI, Mumbai City, Maharashtra, 400013    Krishna Satyam - 9664971643","N/A",20-Mar-2025,"","N/A"
91013,"Amazon Retail India Private Limited ( TG)","36AAPCA6346P1ZW","Amazon Retail India Private Limited    HYD8, GMR Airport City, Survey No. 99/1,    Mamidipally Village, Shamshabad    Hyderabad, Telangana, 500005","Amazon Retail India Private Limited    HYD8, GMR Airport City, Survey No. 99/1,    Mamidipally Village, Shamshabad    Hyderabad, Telangana , 500005","Amazon ARIPL Rate Card-2",20-Mar-2025,"","N/A"
91012,"KIRANAKART TECHNOLOGIES PVT LTD","06AAICK4821A1ZZ","KIRANAKART TECHNOLOGIES PVT LTD    MH-DRY-JJR LUHARI    Mahindra Logistics Ltd., BlockB Logos, Luhari Logistics Estate,Village Luhari, Tehsil and District-Jhajjar    Jhajjar 124108    GSTIN: 06AAICK4821A1ZZ","KIRANAKART TECHNOLOGIES PVT LTD    MH-DRY-JJR LUHARI    Mahindra Logistics Ltd., BlockB Logos, Luhari Logistics Estate,Village Luhari, Tehsil and District-Jhajjar    Jhajjar 124108     Himanshu Rakshe    7021286388","N/A",20-Mar-2025,"","N/A"
91011,"KIRANAKART TECHNOLOGIES PVT LTD (FBD)","06AAICK4821A1ZZ","Apeejay Global Logistic Park Ltd.,23/5 Milestone, Delhi Mathura Road,Ballabhgarh, Faridabad, Haryana,    Faridabad 121004    GSTIN: 06AAICK4821A1ZZ","Apeejay Global Logistic Park Ltd.,23/5 Milestone, Delhi Mathura Road,Ballabhgarh, Faridabad, Haryana,    Faridabad 121004    Himanshu Rakshe    7021286388","N/A",20-Mar-2025,"7021286388","N/A"
91010,"Nakul","","CM1-604, Supertech Capetown Sector 74, Noida Pin 201301    Nakul-     96435 91466","CM1-604, Supertech Capetown Sector 74, Noida Pin 201301    Nakul-     9643591466","N/A",20-Mar-2025,"","N/A"
91009,"Hands On Trades Private Limited ( Guwahati)","18AADCH7038R1ZW","HANDS ON TRADES PRIVATE LIMITED     Khasra No. [Dag No.1066, Patta No.34,     Revenue Village- Mikirpara Chakardoi,     Mouza Ramcharani Azara Revenue Circle,     Kamrup (Metro), Guwahati - 781017","HANDS ON TRADES PRIVATE LIMITED     Khasra No. [Dag No.1066, Patta No.34,     Revenue Village- Mikirpara Chakardoi,     Mouza Ramcharani Azara Revenue Circle,     Kamrup (Metro), Guwahati - 781017    Contact Name: Deepjyoti Choudhury     Phone No : 9707766823","Blinkit Special Rate Card",20-Mar-2025,"","N/A"
91008,"Clarion Hotel Khayal Kochi","32AABCT7319K1ZA","S.No. 580/6, Cochin Khayal Hotels LLP, Infopark Road, Kakkanad, Kakkanad, Ernakulam, Kerala, 682030 ANANDHU. A   Ph no - +91 90379 34577 ","Clarion Hotel Khayal Kochi Near Infopark South Gate, Infopark Expressway, Kusumagiri PO, Kakkanad village Kochi, 682030    Kerala   ANANDHU. A   Ph no - +91 90379 34577","N/A",20-Mar-2025,"9037934577","N/A"
91007,"Ananta Studio","08ABAFA7941B1ZS","Ananta Studio    24 Goyal House Opp. Anchor Mall, Ajmer Road, Jaipur- 302006    Mayank- 9636722200","Ananta Studio    24 Goyal House Opp. Anchor Mall, Ajmer Road, Jaipur- 302006    Mayank- 9636722200","N/A",20-Mar-2025,"","N/A"
91006,"Prabhu Poly Color Limited","19AAACU6917D1ZB","Plot No. N-2, Food & Poly Park,    Vill - Dhulagori    Howrah – 711302    19AAACU6917D1ZB","Prabhu poly color limited    33A J L Nehru road    Chatterjee International Building. Near Park Street Metro    12th floor Room 1    Kolkata 700071    Siddharth Kakrania    Contact No -9836620112","N/A",20-Mar-2025,"","N/A"
91005,"Sleepy Owl Coffee Private Limited (WB)","19AAYCS8675E1ZC","Sleepy Owl Coffee Private Limited Care of : Amazon Seller Services Private Limited Spacearth warehousing GC two LLP, Prop Arun Kumar Dwivedi Ganesh Complex-2, Mallick Bagan, Panchla, Howrah, 711302 WEST BENGAL 711302 (CCX2)","Sleepy Owl Coffee Private Limited Care of : Amazon Seller Services Private Limited Spacearth warehousing GC two LLP, Prop Arun Kumar Dwivedi Ganesh Complex-2, Mallick Bagan, Panchla, Howrah, 711302 WEST BENGAL 711302 (CCX2)","Stock Transfer to FBA Rate Card",20-Mar-2025,"","N/A"
91004,"Sleepy Owl Coffee Private Limited (TG)","36AAYCS8675E1ZG","Sleepy Owl Coffee Private Limited, Care of : Amazon Seller Services Private Limited Survey Number 99/1, Mamidipally Village Shamshabad TELANGANA 500005 (HYD3)","Sleepy Owl Coffee Private Limited, Care of : Amazon Seller Services Private Limited Survey Number 99/1, Mamidipally Village Shamshabad TELANGANA 500005 (HYD3)","Stock Transfer to FBA Rate Card",20-Mar-2025,"","N/A"
91003,"Sleepy Owl Coffee Private Limited (KA)","29AAYCS8675E1ZB","Sleepy Owl Coffee Private Limited, Care of : Amazon Seller Services Pvt. Ltd. Building 2 (Wh 2) Plot no. 12/P2 (IT Sector) Karnataka 562149 (BLR8)","Care of : Amazon Seller Services Pvt. Ltd. Building 2 (Wh 2) Plot no. 12/P2 (IT Sector) Karnataka 562149 (BLR8)","Stock Transfer to FBA Rate Card",20-Mar-2025,"","N/A"
91002,"K D ENTERPRISES","07AGGPD1723R1Z9"," POCKET 8, H NO 31, BLOCK C, SECTOR 8, ROHINI, North    West Delhi, Delhi, 110085 ","31 Sector 8 Pocket C-8 Rohini New Delhi 110085    Komal    9891362436","N/A",20-Mar-2025,"","N/A"
91001,"COMPASS INDIA FOOD SERVICES PRIVATE LIMITED","06AADCC9070A1Z1","COMPASS INDIA FOOD SERVICES PRIVATE LIMITED    (formerly known as Compass Group India Support Services Pvt Ltd)    Spaze I-Tech Park, Tower-B,    Sector-49, Sohna Road,    Gurgaon - 122018 , India","GOOGLE INDIA PRIVATE LIMITED    L6 & L9, Signature Towers III , Tower B (SIGD), Sector 15,    Part II , B1, B2,GF - L10, Kitchen & Café in L1 , Gurgaon -    122002 , India Contact Number: 9289067967, 8448210163","N/A",20-Mar-2025,"9289067967","N/A"
91000,"The Artiste A Tribute Portfolio Kochi","32AACCT7770R2ZN","The Artiste A Tribute Portfolio Kochi  Prestige Forum Mall, Opposite to Hotel Whyte Fort,NH-66, Kundannur, MARADU  KOCHI, KL, 682035, IN  Attn: Mr Balaji PK    9526537533","The Artiste A Tribute Portfolio Kochi  Prestige Forum Mall,Opposite to Hotel Whyte Fort,NH-66, Kundannur, MARADU  KOCHI, KL, 682035, IN  Attn: Mr Balaji PK    9526537533","N/A",20-Mar-2025,"9526537533","N/A"
90999,"Aiden by Best Western Hennur Bengaluru","33AAECB8940R2Z3","Site No. 100, Kempegowda Road,     20th Block, Arkavathy Layout,    Hennur Gardens, Bengaluru,  625020","Site No. 100, Kempegowda Road,     20th Block, Arkavathy Layout,    Hennur Gardens, Bengaluru,  625020    Shashikala    9108961551","N/A",20-Mar-2025,"","N/A"
90998,"Fuel in House Café","09BGSPP3701L1ZU","Courtyard Building -2 Candortech space sec-62 Noida        Pin code-201301","Courtyard Building -2 Candortech space sec-62 Noida    Pin code-201301    Dheeraj    Contact No-9958303535","N/A",20-Mar-2025,"","N/A"
90997,"Hands On Trades Private Limited ( Lucknow L5 )","09AADCH7038R1ZV","HANDS ON TRADES PRIVATE LIMITED     Opposite memora airforce station,     junabganj to mohanlalganj road,     Lucknow 226401    Contact Name: Anis Ahmad, Sunny Prajapati     Phone No : 7355984237, 9936035702","HANDS ON TRADES PRIVATE LIMITED     Opposite memora airforce station,     junabganj to mohanlalganj road,     Lucknow 226401    Contact Name: Anis Ahmad, Sunny Prajapati     Phone No : 7355984237, 9936035702","Blinkit Special Rate Card",20-Mar-2025,"","N/A"
90996,"Tree of Life Bhadrajun House Udaipur","08AAJFL3979N1ZF","405, A-WING FORTH FLOOR PLOT NO 169 FATEHPURA SUKHADIA CIRCLE VIEW APPARTMENT UDAIPUR RAJASTHAN 313004","Lakecity Project, Tree of Life Amara, New Chirwa,     Bikarni Village, Udaipur, Rajasthan - 313024    Contact Person Details: Mr. Ocean Kujur - +91 9560548535","N/A",20-Mar-2025,"","N/A"
90995,"Texport Industries Pvt Ltd","29AAACT5016A1ZT","Texport Industries Pvt Ltd    154, 5th main, 3rd cross    Yeswanthpur Industrial Suburb    Bangalore 560022","RZ 45/271 Hans Park West Sagarpur New Delhi 110046 landmark - near post office.        Mohit Fab Box- +91 99583 73429","N/A",20-Mar-2025,"","N/A"
90994,"Hands on Trades private Limited ( Hyderabad H3)","36AADCH7038R1ZY","HANDS ON TRADES PRIVATE LIMITED     Survey Nos. 664 & 665, Lalgadi Malakpet Village,     Shameerpet Mandal, Ranga Reddy District,     Medchal-Malkajgiri District, Telangana State - 500101","HANDS ON TRADES PRIVATE LIMITED     Survey Nos. 664 & 665, Lalgadi Malakpet Village,     Shameerpet Mandal, Ranga Reddy District,     Medchal-Malkajgiri District, Telangana State - 500101    Contact Name Mohd Zameer    Phone No 9030548412","Blinkit Special Rate Card",20-Mar-2025,"","N/A"
