Order ID,PO Number,Invoice Number,Customer,Customer GST,SKU Code,Product_Name,Category,Flavor,Package_Type,PO Date,Approved Date,Dispatch Date,Delivery Date,Order Status,WH,Order Qty (Case Units),Order Qty (in Units),Approved Qty (in Units),Fulfilled/Dispatched Qty (in Units),Master_Price_Per_Unit,Rate_Card_Price,Total Invoice Amount With Tax,Rate_Card_Type,HSN_Code,Tax_Slab,Case_Size,Weight,Dimension,Zepto_SKU,Blinkit_SKU,Swiggy_SKU,Customer_Contact,Customer_Email,Customer_Full_Address,Customer_Pincode,Shipping Address,AWB Number,Mode of Transport,Order Vs Fulfilled %,Approved Vs Fulfilled %,Lower_Threshold,Upper_Threshold,GRN Qty (in Units),Approval Remarks,WH/Fulfillment Remarks,Rate_Card_Created,Data_Processed_At
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,HBB-DRK-10P-BAG-C20,Hot Brew Bags Dark Roast Set of 10 Bags Case of 20,Hot Brew,Original,Bag,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,1,20,0,0,10000.0,0,36512.0,,9019020,TAX-05,20.0,,,,10097123.0,15281.0,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,0.00%,,,,0.0,Escalation,No change,,2025-06-10 09:05:38
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,RTD Bottles,Hazelnut,Pack,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,1,12,12,12,1800.0,0,36512.0,,22029930,TAX-12,12.0,,,,10099863.0,6427.0,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,100.00%,100.00%,,,12.0,,No change,,2025-06-10 09:05:38
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,RTD Can,Salted Caramel,Can,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,2,48,48,48,3000.0,0,36512.0,,22029930,TAX-12,24.0,,,,,,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,100.00%,100.00%,,,48.0,,No change,,2025-06-10 09:05:38
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,RTD Can,Hazelnut,Can,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,6,144,144,144,3000.0,0,36512.0,,22029930,TAX-12,24.0,,,0309e694-62a2-407c-883d-6ce7f1bdec1d,10111476.0,18508.0,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,100.00%,100.00%,,,144.0,,No change,,2025-06-10 09:05:38
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,RTD Can,Classic,Can,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,1,24,24,24,3000.0,0,36512.0,,22029930,TAX-12,24.0,,,7194ffe9-025c-4bcc-808f-7aeb18a8bdb3,10111477.0,18507.0,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Instant Coffee,Original,Sachet,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,1,76,76,76,10640.0,0,36512.0,,21011110,TAX-18,76.0,,,,,,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,100.00%,100.00%,,,76.0,,No change,,2025-06-10 09:05:38
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,RTD Can,French Vanilla,Can,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,2,48,48,48,3000.0,0,36512.0,,22029930,TAX-12,24.0,,,e48d9faf-9e46-4ecf-bebe-69ff8bc668d7,10154091.0,55732.0,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,100.00%,100.00%,,,48.0,,No change,,2025-06-10 09:05:38
2135210088539,2135210088539,SOMN-25/26-01962,Hands On Trades Private Limited (K4 Kolkata),19AADCH7038R1ZU,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,RTD Can,Vietnamese,Can,19 May 2025 12:51:05,20 May 2025 11:48:32,20 May 2025 21:32:01,31 May 2025 00:00:00,grn_entered,,3,72,72,72,3840.0,0,36512.0,,22029930,TAX-12,24.0,,,14D8149C-0B2F-4605-90F1-2132AF1F0F46,10164921.0,48622.0,,,,,Kolkata K4 - Feeder Warehouse,H90304177830001,,100.00%,100.00%,,,48.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,HBB-DRK-10P-BAG-C20,Hot Brew Bags Dark Roast Set of 10 Bags Case of 20,Hot Brew,Original,Bag,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,1,20,20,20,10000.0,0,54797.4,,9019020,TAX-05,20.0,,,,10097123.0,15281.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,20.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,PIC-HAZ-100-GLJ-C24,Instant Coffee Hazelnut 100g Glass Jar Case of 24,Instant Coffee,Hazelnut,Glass Jar,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,1,24,24,24,17976.0,0,54797.4,,21011110,TAX-18,24.0,,,98849F34-EB39-4610-A861-273D6833F262,10108816.0,15279.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,RTD Can,Hazelnut,Can,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,5,120,120,120,3000.0,0,54797.4,,22029930,TAX-12,24.0,,,0309e694-62a2-407c-883d-6ce7f1bdec1d,10111476.0,18508.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,120.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,RTD Can,Classic,Can,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,1,24,24,24,3000.0,0,54797.4,,22029930,TAX-12,24.0,,,7194ffe9-025c-4bcc-808f-7aeb18a8bdb3,10111477.0,18507.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,Instant Coffee,Xpresso,Glass Jar,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,1,24,24,24,11976.0,0,54797.4,,21011110,TAX-18,24.0,,,256f509e-d774-43ed-a860-ee6c85fb7f1f,10145575.0,96153.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,PIC-XPR-25P-SAC-C20,Instant Coffee Xpresso Pack of 25 Sachets Case of 20,Instant Coffee,Xpresso,Sachet,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,1,20,20,20,5000.0,0,54797.4,,21011110,TAX-18,20.0,,,,10154100.0,82274.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,20.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,CCC-BLK-230-CAN-C12,Cold Brew Black Coffee Can 230ml Pack of 12,RTD Can,Original,Can,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,2,24,24,24,2340.0,0,54797.4,,21011200,TAX-18,12.0,,,3BE03667-4756-4A42-8F28-72E781069584,10164918.0,143721.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,PMC-AST-03P-SAC-C45,Premix Coffee Assorted Box of 3 Sachets Case of 45	,Premix,Original,Sachet,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,1,45,45,45,6750.0,0,54797.4,,21011120,TAX-18,45.0,,,89A6BC2B-943F-4783-8C16-908B4C705F91,10185215.0,423988.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,45.0,,No change,,2025-06-10 09:05:38
2575110056016,2575110056016,SOMN-25/26-02227,Hands On Trades Private Limited ( Dasna 3),09AADCH7038R1ZV,PMC-FVA-05P-SAC-C30,Premix Coffee French Vanilla Box of 5 Sachets Case of 30,Premix,French Vanilla,Sachet,26 May 2025 12:26:00,27 May 2025 11:32:52,28 May 2025 09:59:00,28 May 2025 00:00:00,grn_entered,,1,30,30,30,7500.0,0,54797.4,,21011120,TAX-18,30.0,,,,10185726.0,677514.0,,,,,Dasna D3 - Feeder Warehouse,DL01LAJ2613,Road,100.00%,100.00%,,,30.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,RTD Bottles,Hazelnut,Pack,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,6,72,72,72,1800.0,0,211029.0,,22029930,TAX-12,12.0,,,,10099863.0,6427.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,72.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,PIC-ORG-100-GLJ-C24,Instant Coffee Original 100g Glass Jar Case of 24,Instant Coffee,Original,Glass Jar,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,2,48,48,48,17976.0,0,211029.0,,21011110,TAX-18,24.0,,,00ceaab9-0b4c-475d-800e-68b6a721d13e,10108815.0,15278.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,48.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,PIC-HAZ-100-GLJ-C24,Instant Coffee Hazelnut 100g Glass Jar Case of 24,Instant Coffee,Hazelnut,Glass Jar,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,3,72,72,72,17976.0,0,211029.0,,21011110,TAX-18,24.0,,,98849F34-EB39-4610-A861-273D6833F262,10108816.0,15279.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,72.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,PIC-FVA-100-GLJ-C24,Instant Coffee French Vanilla 100g Glass Jar Case of 24,Instant Coffee,French Vanilla,Glass Jar,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,3,72,72,72,17976.0,0,211029.0,,21011110,TAX-18,24.0,,,378065E7-9FA3-4851-A328-B31D976C5AB8,10108817.0,15280.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,72.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,RTD Can,Salted Caramel,Can,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,8,192,192,192,3000.0,0,211029.0,,22029930,TAX-12,24.0,,,,,,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,192.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,RTD Can,Classic,Can,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,8,192,192,192,3000.0,0,211029.0,,22029930,TAX-12,24.0,,,7194ffe9-025c-4bcc-808f-7aeb18a8bdb3,10111477.0,18507.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,192.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,Instant Coffee,Xpresso,Glass Jar,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,2,48,48,48,11976.0,0,211029.0,,21011110,TAX-18,24.0,,,256f509e-d774-43ed-a860-ee6c85fb7f1f,10145575.0,96153.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,48.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Instant Coffee,Original,Sachet,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,4,304,304,304,10640.0,0,211029.0,,21011110,TAX-18,76.0,,,,,,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,304.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,PMC-AST-03P-SAC-C45,Premix Coffee Assorted Box of 3 Sachets Case of 45	,Premix,Original,Sachet,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,1,45,45,45,6750.0,0,211029.0,,21011120,TAX-18,45.0,,,89A6BC2B-943F-4783-8C16-908B4C705F91,10185215.0,423988.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,45.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,CCC-BEL-230-CAN-C24,Cold Coffee Can Belgian Mocha 230ml Case of 24,RTD Can,Belgian Mocha,Can,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,9,216,216,216,3000.0,0,211029.0,,22029930,TAX-12,24.0,,,060329D0-9AED-4BBC-8B0B-CE4129BCFE8D,10218488.0,948286.0,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,216.0,,No change,,2025-06-10 09:05:38
5490410007244,5490410007244,SOMN-25/26-02248,Moonstone Ventures LLP ( Farukhnagar-2),06AACFY8913A2ZB,PIC-DCF-10P-SAC-C68,Instant Coffee Decaf Pack of 10 Sachets Case of 68,Instant Coffee,Decaf,Sachet,26 May 2025 12:35:04,27 May 2025 11:42:08,28 May 2025 12:05:30,28 May 2025 00:00:00,grn_entered,,1,68,68,68,13600.0,0,211029.0,,21011110,TAX-18,68.0,,,,10220576.0,,,,,,Farukhnagar F2 - Feeder Warehouse,6289,Road,100.00%,100.00%,,,68.0,,No change,,2025-06-10 09:05:38
2548910020508,2548910020508,SOMN-25/26-01976,Hands On Trdaes Private Limited ( Nagpur),27AADCH7038R1ZX,PIC-ORG-100-GLJ-C24,Instant Coffee Original 100g Glass Jar Case of 24,Instant Coffee,Original,Glass Jar,19 May 2025 15:12:34,20 May 2025 12:03:45,20 May 2025 20:47:22,29 May 2025 00:00:00,grn_entered,,1,24,24,24,17976.0,0,45522.4,,21011110,TAX-18,24.0,,,00ceaab9-0b4c-475d-800e-68b6a721d13e,10108815.0,15278.0,,,,,Nagpur N1 - Feeder Warehouse,1302019451,,100.00%,100.00%,,,24.0,,,,2025-06-10 09:05:38
2548910020508,2548910020508,SOMN-25/26-01976,Hands On Trdaes Private Limited ( Nagpur),27AADCH7038R1ZX,PIC-FVA-100-GLJ-C24,Instant Coffee French Vanilla 100g Glass Jar Case of 24,Instant Coffee,French Vanilla,Glass Jar,19 May 2025 15:12:34,20 May 2025 12:03:45,20 May 2025 20:47:22,29 May 2025 00:00:00,grn_entered,,1,24,24,24,17976.0,0,45522.4,,21011110,TAX-18,24.0,,,378065E7-9FA3-4851-A328-B31D976C5AB8,10108817.0,15280.0,,,,,Nagpur N1 - Feeder Warehouse,1302019451,,100.00%,100.00%,,,24.0,,,,2025-06-10 09:05:38
2548910020508,2548910020508,SOMN-25/26-01976,Hands On Trdaes Private Limited ( Nagpur),27AADCH7038R1ZX,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,RTD Can,Hazelnut,Can,19 May 2025 15:12:34,20 May 2025 12:03:45,20 May 2025 20:47:22,29 May 2025 00:00:00,grn_entered,,4,96,96,96,3000.0,0,45522.4,,22029930,TAX-12,24.0,,,0309e694-62a2-407c-883d-6ce7f1bdec1d,10111476.0,18508.0,,,,,Nagpur N1 - Feeder Warehouse,1302019451,,100.00%,100.00%,,,96.0,,,,2025-06-10 09:05:38
2548910020508,2548910020508,SOMN-25/26-01976,Hands On Trdaes Private Limited ( Nagpur),27AADCH7038R1ZX,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Instant Coffee,Original,Sachet,19 May 2025 15:12:34,20 May 2025 12:03:45,20 May 2025 20:47:22,29 May 2025 00:00:00,grn_entered,,1,76,76,76,10640.0,0,45522.4,,21011110,TAX-18,76.0,,,,,,,,,,Nagpur N1 - Feeder Warehouse,1302019451,,100.00%,100.00%,,,76.0,,,,2025-06-10 09:05:38
2548910020508,2548910020508,SOMN-25/26-01976,Hands On Trdaes Private Limited ( Nagpur),27AADCH7038R1ZX,PIC-XPR-25P-SAC-C20,Instant Coffee Xpresso Pack of 25 Sachets Case of 20,Instant Coffee,Xpresso,Sachet,19 May 2025 15:12:34,20 May 2025 12:03:45,20 May 2025 20:47:22,29 May 2025 00:00:00,grn_entered,,1,20,20,20,5000.0,0,45522.4,,21011110,TAX-18,20.0,,,,10154100.0,82274.0,,,,,Nagpur N1 - Feeder Warehouse,1302019451,,100.00%,100.00%,,,20.0,,,,2025-06-10 09:05:38
2548910020508,2548910020508,SOMN-25/26-01976,Hands On Trdaes Private Limited ( Nagpur),27AADCH7038R1ZX,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,RTD Can,Vietnamese,Can,19 May 2025 15:12:34,20 May 2025 12:03:45,20 May 2025 20:47:22,29 May 2025 00:00:00,grn_entered,,1,24,24,24,3840.0,0,45522.4,,22029930,TAX-12,24.0,,,14D8149C-0B2F-4605-90F1-2132AF1F0F46,10164921.0,48622.0,,,,,Nagpur N1 - Feeder Warehouse,1302019451,,100.00%,100.00%,,,24.0,,,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,RTD-CLA-200-BTL-C12,Ready to Drink Classic 200ml Pack of 12,RTD Bottles,Classic,Pack,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,2,24,24,24,1800.0,0,72339.4,,22029930,TAX-12,12.0,,,f6c92b29-cc55-4cf5-a8ed-492ab827a7cc,10046276.0,4353.0,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,RTD Bottles,Hazelnut,Pack,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,1,12,12,12,1800.0,0,72339.4,,22029930,TAX-12,12.0,,,,10099863.0,6427.0,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,12.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,PIC-ORG-100-GLJ-C24,Instant Coffee Original 100g Glass Jar Case of 24,Instant Coffee,Original,Glass Jar,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,1,24,24,24,17976.0,0,72339.4,,21011110,TAX-18,24.0,,,00ceaab9-0b4c-475d-800e-68b6a721d13e,10108815.0,15278.0,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,RTD Can,Salted Caramel,Can,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,2,48,48,48,3000.0,0,72339.4,,22029930,TAX-12,24.0,,,,,,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,48.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,RTD Can,Hazelnut,Can,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,4,96,96,96,3000.0,0,72339.4,,22029930,TAX-12,24.0,,,0309e694-62a2-407c-883d-6ce7f1bdec1d,10111476.0,18508.0,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,96.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,RTD Can,Classic,Can,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,1,24,24,24,3000.0,0,72339.4,,22029930,TAX-12,24.0,,,7194ffe9-025c-4bcc-808f-7aeb18a8bdb3,10111477.0,18507.0,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,Instant Coffee,Xpresso,Glass Jar,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,1,24,24,24,11976.0,0,72339.4,,21011110,TAX-18,24.0,,,256f509e-d774-43ed-a860-ee6c85fb7f1f,10145575.0,96153.0,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,24.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Instant Coffee,Original,Sachet,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,1,76,76,76,10640.0,0,72339.4,,21011110,TAX-18,76.0,,,,,,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,76.0,,No change,,2025-06-10 09:05:38
2737610034028,2737610034028,SOMN-25/26-01971,Hands On Trades Private Limited (Ahmedabad A2 - Feeder Warehouse),24AADCH7038R1Z3,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,RTD Can,French Vanilla,Can,19 May 2025 12:58:27,20 May 2025 11:47:10,20 May 2025 20:11:04,29 May 2025 00:00:00,grn_entered,,3,72,72,72,3000.0,0,72339.4,,22029930,TAX-12,24.0,,,e48d9faf-9e46-4ecf-bebe-69ff8bc668d7,10154091.0,55732.0,,,,,Ahmedabad A2 - Feeder Warehouse,1302019449,Road,100.00%,100.00%,,,72.0,,No change,,2025-06-10 09:05:38
