unified_id,order_id,sku_code,product_name,customer_name,order_status,order_type,po_date,delivery_date,taxable_value,order_qty_units,fulfilled_qty_units,shortage_qty,fulfillment_percentage,inventory_age_days,demand_velocity,is_overstocked,is_understocked,is_stockout,priority_score
ff6ae88d,Sai Tradelink-10332,PIC-ORG-2GM-SAC-240-LAD,Instant Coffee Original 2g Sachet Ladi Case of 240,Sai Tradelink,in_transit,General-Trade,,,181538.16,10,10,0,100.0,0.0,13840.615384615383,0,0,0,3.69
87961f40,Sai Tradelink-10332,PIC-XPR-2GM-SAC-240-LAD,Instant Coffee Xpresso 2g Sachet Ladi Case of 240,Sai Tradelink,in_transit,General-Trade,,,181538.16,10,0,10,0.0,0.0,17307.635294117645,0,0,1,13.78
c8021904,Sai Tradelink-10332,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,Sai Tradelink,in_transit,General-Trade,,,181538.16,72,72,0,100.0,0.0,144139.86716289722,0,0,0,6.09
f802109d,Sai Tradelink-10332,RTD-CLA-200-BTL-C12,Ready to Drink Classic 200ml Pack of 12,Sai Tradelink,in_transit,General-Trade,,,181538.16,72,72,0,100.0,0.0,214930.7987724682,0,0,0,7.4
ae1dba37,Sai Tradelink-10332,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,Sai Tradelink,in_transit,General-Trade,,,181538.16,120,120,0,100.0,0.0,901048.9493061455,0,0,0,20.03
48edcf4c,Sai Tradelink-10332,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,Sai Tradelink,in_transit,General-Trade,,,181538.16,120,120,0,100.0,0.0,2172187.0469359118,0,0,0,43.44
34cc0fa1,Sai Tradelink-10332,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,Sai Tradelink,in_transit,General-Trade,,,181538.16,72,72,0,100.0,0.0,635989.7448706512,0,0,0,15.15
275d087e,Sai Tradelink-10332,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,Sai Tradelink,in_transit,General-Trade,,,181538.16,72,72,0,100.0,0.0,1067998.3298523587,0,0,0,23.11
1b829d37,CPDPO127656.,RTD-MOC-200-BTL-C12,Ready to Drink Mocha 200ml Pack of 12,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,24,0,24,0.0,0.0,6330.612244897959,0,0,1,12.36
d25f8798,CPDPO127656.,CCC-BLK-230-CAN-C12,Cold Brew Black Coffee Can 230ml Pack of 12,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,48,48,0,100.0,0.0,179415.7335707925,0,0,0,5.49
dba22c4c,CPDPO127656.,PIC-ORG-100-GLJ-C24-NEW,Premium Instant coffee 100g- Original( Glass)- 24 boxes,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,72,72,0,100.0,0.0,36400.0,0,0,0,2.86
82e29f1d,CPDPO127656.,PIC-HAZ-100-GLJ-C24-NEW,Premium Instant coffee 100g- Hazelnut( Glass)- 24 boxes,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,24,24,0,100.0,0.0,47986.0199456029,0,0,0,3.07
26038f47,CPDPO127656.,PIC-FVA-100-GLJ-C24-NEW,Premium Instant coffee 100g- Vanilla( Glass)- 24 boxes,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,72,72,0,100.0,0.0,45835.4981729598,0,0,0,3.03
9233b95e,CPDPO127656.,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,72,72,0,100.0,0.0,901048.9493061455,0,0,0,18.78
7cebfcb6,CPDPO127656.,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,48,48,0,100.0,0.0,2172187.0469359118,0,0,0,42.19
b919e96a,CPDPO127656.,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,24,24,0,100.0,0.0,635989.7448706512,0,0,0,13.9
94141a03,CPDPO127656.,PMC-HAZ-05P-SAC-C30,Premix Coffee Hazelnut Box of 5 Sachets Case of 30,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,30,30,0,100.0,0.0,10766.34390651085,0,0,0,2.39
c00a1859,CPDPO127656.,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,24,24,0,100.0,0.0,475307.11825487943,0,0,0,10.94
f68e5232,CPDPO127656.,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,Scootsy Logistics Private Ltd (Pune),grn_entered,Swiggy,30 Apr 2025 23:13:00,22 May 2025 00:00:00,115503.0,24,24,0,100.0,0.0,144139.86716289722,0,0,0,4.84
9cda6810,FC5PO167160,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,Scootsy Logistics Private Limited (GGN) GGNFC5,grn_entered,Swiggy,22 May 2025 00:14:00,28 May 2025 00:00:00,27457.2,144,144,0,100.0,19.0,2172187.0469359118,0,0,0,40.52
19ecf56e,FC5PO167160,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,Scootsy Logistics Private Limited (GGN) GGNFC5,grn_entered,Swiggy,22 May 2025 00:14:00,28 May 2025 00:00:00,27457.2,48,48,0,100.0,19.0,475307.11825487943,0,0,0,9.27
5d25894a,FC5PO167160,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,Scootsy Logistics Private Limited (GGN) GGNFC5,grn_entered,Swiggy,22 May 2025 00:14:00,28 May 2025 00:00:00,27457.2,72,72,0,100.0,19.0,1067998.3298523587,0,0,0,20.19
f357760e,FC5PO167160,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,Scootsy Logistics Private Limited (GGN) GGNFC5,grn_entered,Swiggy,22 May 2025 00:14:00,28 May 2025 00:00:00,27457.2,12,12,0,100.0,19.0,144139.86716289722,0,0,0,3.17
b837b5ae,FC5PO167160,CCC-BEL-230-CAN-C24,Cold Coffee Can Belgian Mocha 230ml Case of 24,Scootsy Logistics Private Limited (GGN) GGNFC5,grn_entered,Swiggy,22 May 2025 00:14:00,28 May 2025 00:00:00,27457.2,72,72,0,100.0,19.0,574401.6626878248,0,0,0,11.1
00ba8c4d,CMFPO160177,CCC-BLK-230-CAN-C12,Cold Brew Black Coffee Can 230ml Pack of 12,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,24,24,0,100.0,21.0,179415.7335707925,0,0,0,9.2
2a9bf833,CMFPO160177,PIC-ORG-100-GLJ-C24,Instant Coffee Original 100g Glass Jar Case of 24,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,24,24,0,100.0,21.0,43719.077647058824,0,0,0,6.7
68c1daeb,CMFPO160177,PIC-HAZ-100-GLJ-C24,Instant Coffee Hazelnut 100g Glass Jar Case of 24,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,120,120,0,100.0,21.0,58257.506862281116,0,0,0,6.97
b87d8131,CMFPO160177,HBB-DRK-10P-BAG-C20,Hot Brew Bags Dark Roast Set of 10 Bags Case of 20,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,20,20,0,100.0,21.0,5109.873417721519,0,0,0,5.99
286880dc,CMFPO160177,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,216,216,0,100.0,21.0,2172187.0469359118,0,0,0,45.89
5020f768,CMFPO160177,PIC-AST-48P-SAC-C08,Instant Coffee Assorted Case of 48 Sachets Case of 8,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,192,192,0,100.0,21.0,8909.330628803245,0,0,0,6.06
ddb9c2e5,CMFPO160177,PMC-AST-03P-SAC-C45,Premix Coffee Assorted Box of 3 Sachets Case of 45	,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,135,90,45,66.67,21.0,90102.88185948969,0,0,0,7.66
62b091df,CMFPO160177,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,72,72,0,100.0,21.0,475307.11825487943,0,0,0,14.65
515428ca,CMFPO160177,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,48,48,0,100.0,21.0,1067998.3298523587,0,0,0,25.56
7dbd6e8f,CMFPO160177,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,120,120,0,100.0,21.0,144139.86716289722,0,0,0,8.55
f86990cc,CMFPO160177,PMC-FVA-05P-SAC-C30,Premix Coffee French Vanilla Box of 5 Sachets Case of 30,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,30,30,0,100.0,21.0,13121.357246728066,0,0,0,6.13
03833ec5,CMFPO160177,PIC-XPR-25P-SAC-C20,Instant Coffee Xpresso Pack of 25 Sachets Case of 20,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,40,40,0,100.0,21.0,34521.67441860465,0,0,0,6.53
b277eee9,CMFPO160177,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,Scootsy Logistics Private Limited ( Mum) FC22,grn_entered,Swiggy,20 May 2025 00:39:00,29 May 2025 00:00:00,311058.9,192,192,0,100.0,21.0,68670.73978652926,0,0,0,7.16
f612b0c6,MBLPO208894,PIC-HAZ-100-GLJ-C24,Instant Coffee Hazelnut 100g Glass Jar Case of 24,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,24,24,0,100.0,24.0,58257.506862281116,0,0,0,4.6
87473ed4,MBLPO208894,PIC-FVA-100-GLJ-C24,Instant Coffee French Vanilla 100g Glass Jar Case of 24,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,24,24,0,100.0,24.0,58490.43287671232,0,0,0,4.6
f26221af,MBLPO208894,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,72,72,0,100.0,24.0,901048.9493061455,0,0,0,20.12
7132232e,MBLPO208894,PIC-AST-48P-SAC-C08,Instant Coffee Assorted Case of 48 Sachets Case of 8,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,48,48,0,100.0,24.0,8909.330628803245,0,0,0,3.69
1e1b6946,MBLPO208894,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,144,144,0,100.0,24.0,1067998.3298523587,0,0,0,23.19
c5534b85,MBLPO208894,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,84,84,0,100.0,24.0,144139.86716289722,0,0,0,6.18
b154be9a,MBLPO208894,PIC-HAZ-10P-SAC-C68,Instant Coffee Hazelnut Set of 10 Sachets Case of 68,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,680,680,0,100.0,24.0,32240.39304973038,0,0,0,4.12
0603e9a8,MBLPO208894,PMC-FVA-05P-SAC-C30,Premix Coffee French Vanilla Box of 5 Sachets Case of 30,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,30,30,0,100.0,24.0,13121.357246728066,0,0,0,3.77
8f41a381,MBLPO208894,PIC-XPR-25P-SAC-C20,Instant Coffee Xpresso Pack of 25 Sachets Case of 20,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,40,0,40,0.0,24.0,34521.67441860465,0,0,1,14.26
b3fd86fd,MBLPO208894,PIC-ORG-10P-SAC-C68,Instant Coffee Original Set of 10 Sachets Case of 68,Scootsy Logistics Private Limited (Blr - 2),grn_entered,Swiggy,16 May 2025 19:57:00,30 May 2025 00:00:00,186144.3,340,340,0,100.0,24.0,9981.651376146789,0,0,0,3.71
5eaf3e57,KOWPO135828,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,Scootsy Logistics Private Limited( Kolkata),grn_entered,Swiggy,16 May 2025 20:41:00,30 May 2025 00:00:00,81887.2,24,24,0,100.0,24.0,901048.9493061455,0,0,0,18.14
4a7799ba,KOWPO135828,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,Scootsy Logistics Private Limited( Kolkata),grn_entered,Swiggy,16 May 2025 20:41:00,30 May 2025 00:00:00,81887.2,168,168,0,100.0,24.0,2172187.0469359118,0,0,0,41.55
7670c03a,KOWPO135828,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,Scootsy Logistics Private Limited( Kolkata),grn_entered,Swiggy,16 May 2025 20:41:00,30 May 2025 00:00:00,81887.2,12,12,0,100.0,24.0,144139.86716289722,0,0,0,4.21
2423ecb2,KOWPO135828,PIC-HAZ-10P-SAC-C68,Instant Coffee Hazelnut Set of 10 Sachets Case of 68,Scootsy Logistics Private Limited( Kolkata),grn_entered,Swiggy,16 May 2025 20:41:00,30 May 2025 00:00:00,81887.2,476,476,0,100.0,24.0,32240.39304973038,0,0,0,2.14
c2364977,KOWPO135828,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,Scootsy Logistics Private Limited( Kolkata),grn_entered,Swiggy,16 May 2025 20:41:00,30 May 2025 00:00:00,81887.2,48,48,0,100.0,24.0,68670.73978652926,0,0,0,2.82
1a354417,FBA15KDX59Q3,MER-MUG-GRD-REG-ONE,Ground Coffee Mug,Sleepy Owl Coffee Private Limted,in_transit,FBA,,,8232.0,98,98,0,100.0,0.0,25192.48979591837,0,0,0,0.62
e8f6d766,P816848,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,Kiranakart Technologies Private Limited ( Howrah),grn_entered,Zepto,22 May 2025 00:24:00,29 May 2025 00:00:00,24728.0,72,72,0,100.0,19.0,1067998.3298523587,0,0,0,20.14
91c6a9ac,P816848,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,Kiranakart Technologies Private Limited ( Howrah),grn_entered,Zepto,22 May 2025 00:24:00,29 May 2025 00:00:00,24728.0,48,48,0,100.0,19.0,901048.9493061455,0,0,0,17.06
a2f322ea,P816848,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,Kiranakart Technologies Private Limited ( Howrah),grn_entered,Zepto,22 May 2025 00:24:00,29 May 2025 00:00:00,24728.0,72,72,0,100.0,19.0,2172187.0469359118,0,0,0,40.47
24bc6a61,P816848,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Kiranakart Technologies Private Limited ( Howrah),grn_entered,Zepto,22 May 2025 00:24:00,29 May 2025 00:00:00,24728.0,76,76,0,100.0,19.0,354587.67041654,0,0,0,7.0
f6e742cf,2194610060000,RTD-CLA-200-BTL-C12,Ready to Drink Classic 200ml Pack of 12,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,48,48,0,100.0,17.0,214930.7987724682,0,0,0,4.79
97567851,2194610060000,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,24,24,0,100.0,17.0,635989.7448706512,0,0,0,12.55
42e7e13d,2194610060000,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,72,72,0,100.0,17.0,2172187.0469359118,0,0,0,40.83
09f2f15b,2194610060000,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,48,48,0,100.0,17.0,901048.9493061455,0,0,0,17.43
c07655a3,2194610060000,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,24,24,0,100.0,17.0,68670.73978652926,0,0,0,2.1
2c2b444b,2194610060000,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,76,76,0,100.0,17.0,354587.67041654,0,0,0,7.36
56fcb0dc,2194610060000,RNG-ORG-250-COR-C20,Roasted and Ground Coffee Original Coarse Grind 250g Case of 20,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,0,0,0,,17.0,1232.5925925925926,0,0,1,10.86
4dbe8c1c,2194610060000,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,24,24,0,100.0,17.0,1067998.3298523587,0,0,0,20.5
fd30fe0b,2194610060000,PIC-XPR-25P-SAC-C20,Instant Coffee Xpresso Pack of 25 Sachets Case of 20,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,20,20,0,100.0,17.0,34521.67441860465,0,0,0,1.47
6aabd6bc,2194610060000,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,24,24,0,100.0,17.0,475307.11825487943,0,0,0,9.59
1d99d9e5,2194610060000,PMC-CAP-05P-SAC-C30,Premix Coffee Cappuccino Box of 5 Sachets Case of 30,HANDS ON TRADES PRIVATE LIMITED (Patiala - Rajpura ),grn_entered,Blinkit,23 May 2025 16:04:41,25 May 2025 00:00:00,44069.2,30,30,0,100.0,17.0,12392.72134709397,0,0,0,1.06
6aedacb7,3291610013267,RTD-CLA-200-BTL-C12,Ready to Drink Classic 200ml Pack of 12,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,12,12,0,100.0,30.0,214930.7987724682,1,0,0,4.71
7f74531b,3291610013267,RTD-HAZ-200-BTL-C12,Ready to Drink Hazelnut 200ml Pack of 12,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,12,12,0,100.0,30.0,144139.86716289722,1,0,0,3.41
e6fdfdb9,3291610013267,CCC-SCA-230-CAN-C24,Cold Coffee Can Salted Caramel 230ml Case of 24,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,72,72,0,100.0,30.0,635989.7448706512,0,0,0,12.47
9426d8be,3291610013267,CCC-HAZ-230-CAN-C24,Cold Coffee Can Hazelnut 230ml Case of 24,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,144,144,0,100.0,30.0,2172187.0469359118,0,0,0,40.76
7abc8730,3291610013267,CCC-CLA-230-CAN-C24,Cold Coffee Can Classic 230ml Case of 24,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,72,72,0,100.0,30.0,901048.9493061455,0,0,0,17.35
a3eaf2f6,3291610013267,CCC-FVA-230-CAN-C24,Sleepy Owl Cold Coffee Can - French Vanilla 200+30 ML- Set of 24,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,48,48,0,100.0,30.0,1067998.3298523587,0,0,0,20.42
5627e4e7,3291610013267,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,24,24,0,100.0,30.0,475307.11825487943,0,0,0,9.51
59c02ac6,3291610013267,CCC-BEL-230-CAN-C24,Cold Coffee Can Belgian Mocha 230ml Case of 24,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,24,24,0,100.0,30.0,574401.6626878248,0,0,0,11.33
34566ba7,3291610013267,PIC-DCF-10P-SAC-C68,Instant Coffee Decaf Pack of 10 Sachets Case of 68,: HANDS ON TRADES PRIVATE LIMITED ( Patna),grn_entered,Blinkit,10 May 2025 12:31:22,20 May 2025 00:00:00,39928.0,68,68,0,100.0,30.0,27687.506508206003,1,0,0,1.27
96323ee9,2575110054723,PIC-FVA-100-GLJ-C24,Instant Coffee French Vanilla 100g Glass Jar Case of 24,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,16 May 2025 13:09:07,20 May 2025 00:00:00,50439.2,24,24,0,100.0,24.0,58490.43287671232,0,0,0,2.03
66359ff5,2575110054723,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,16 May 2025 13:09:07,20 May 2025 00:00:00,50439.2,304,304,0,100.0,24.0,354587.67041654,0,0,0,7.49
5ba7cf4c,2575110054723,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,16 May 2025 13:09:07,20 May 2025 00:00:00,50439.2,72,72,0,100.0,24.0,475307.11825487943,0,0,0,9.71
52af3c48,2575110054723,CCC-BEL-230-CAN-C24,Cold Coffee Can Belgian Mocha 230ml Case of 24,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,16 May 2025 13:09:07,20 May 2025 00:00:00,50439.2,48,0,48,0.0,24.0,574401.6626878248,0,0,1,21.65
82730d84,2575110055421,PIC-HAZ-100-GLJ-C24,Instant Coffee Hazelnut 100g Glass Jar Case of 24,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,21 May 2025 12:00:41,24 May 2025 00:00:00,78293.6,24,24,0,100.0,19.0,58257.506862281116,0,0,0,2.56
fe82a965,2575110055421,PIC-FVA-100-GLJ-C24,Instant Coffee French Vanilla 100g Glass Jar Case of 24,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,21 May 2025 12:00:41,24 May 2025 00:00:00,78293.6,48,48,0,100.0,19.0,58490.43287671232,0,0,0,2.56
ea17a6e7,2575110055421,PIC-AST-10P-SAC-C76-MRP,New MRP Instant Coffee Assorted Set of 10 Sachets Case of 76,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,21 May 2025 12:00:41,24 May 2025 00:00:00,78293.6,304,304,0,100.0,19.0,354587.67041654,0,0,0,8.01
4601a56d,2575110055421,CCC-VIE-230-CAN-C24,Cold Coffee Can Vietnamese 230ml Case of 24,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,21 May 2025 12:00:41,24 May 2025 00:00:00,78293.6,96,96,0,100.0,19.0,475307.11825487943,0,0,0,10.24
c01058d0,2575110055421,PMC-AST-03P-SAC-C45,Premix Coffee Assorted Box of 3 Sachets Case of 45	,Hands On Trades Private Limited ( Dasna 3),grn_entered,Blinkit,21 May 2025 12:00:41,24 May 2025 00:00:00,78293.6,45,0,45,0.0,19.0,90102.88185948969,0,0,1,13.25
da9f3ac0,2866810041048,RTD-CLA-200-BTL-C12,Ready to Drink Classic 200ml Pack of 12,Hands On Trades Private Limited ( Noida),grn_entered,Blinkit,14 May 2025 16:14:27,20 May 2025 00:00:00,41689.2,36,36,0,100.0,26.0,214930.7987724682,0,0,0,4.75
e9c1005a,2866810041048,HBB-AST-10P-BAG-C20,Hot Brew Bags Assorted Set of 10 Bags Case of 20,Hands On Trades Private Limited ( Noida),grn_entered,Blinkit,14 May 2025 16:14:27,20 May 2025 00:00:00,41689.2,20,20,0,100.0,26.0,6251.419196062347,0,0,0,0.9
6574a125,2866810041048,PIC-XPR-100-GLJ-C24,Instant Coffee Xpresso 100g Glass Jar Case of 24,Hands On Trades Private Limited ( Noida),grn_entered,Blinkit,14 May 2025 16:14:27,20 May 2025 00:00:00,41689.2,24,24,0,100.0,26.0,68670.73978652926,0,0,0,2.05
